sensor_tag,threshold,input_length_days,washout_days,n_features,n_train,n_val,n_test,train_users,val_users,test_users,train_positive,val_positive,test_positive,seed,algo,params,param_C,param_class_weight,val_accuracy,val_precision,val_recall,val_f1,val_roc_auc,val_pr_auc,val_brier,param_n_estimators,param_max_depth,param_min_samples_leaf,param_learning_rate,param_subsample,param_scale_pos_weight
all,2,3,7,427,867,217,394,13,3,4,55,1,3,42,rf,class_weight=balanced;max_depth=None;min_samples_leaf=1;n_estimators=500,,balanced,0.9953917050691244,0.0,0.0,0.0,0.41203703703703703,0.007575757575757576,0.025199991486657282,500.0,,1.0,,,
all,2,3,7,427,867,217,394,13,3,4,55,1,3,42,rf,class_weight=None;max_depth=None;min_samples_leaf=5;n_estimators=500,,,0.9953917050691244,0.0,0.0,0.0,0.032407407407407385,0.004672897196261682,0.0346738284961806,500.0,,5.0,,,
all,2,3,7,427,867,217,394,13,3,4,55,1,3,42,rf,class_weight=balanced;max_depth=None;min_samples_leaf=5;n_estimators=500,,balanced,0.9953917050691244,0.0,0.0,0.0,0.3101851851851852,0.006493506493506494,0.05559506722191165,500.0,,5.0,,,
all,2,3,7,427,867,217,394,13,3,4,55,1,3,42,rf,class_weight=None;max_depth=6;min_samples_leaf=1;n_estimators=500,,,0.9953917050691244,0.0,0.0,0.0,0.037037037037037035,0.004694835680751174,0.0442479461071973,500.0,6.0,1.0,,,
all,2,3,7,427,867,217,394,13,3,4,55,1,3,42,rf,class_weight=balanced;max_depth=6;min_samples_leaf=1;n_estimators=500,,balanced,0.9953917050691244,0.0,0.0,0.0,0.7083333333333333,0.014705882352941176,0.06406927498015133,500.0,6.0,1.0,,,
all,2,3,7,427,867,217,394,13,3,4,55,1,3,42,rf,class_weight=None;max_depth=6;min_samples_leaf=5;n_estimators=500,,,0.9953917050691244,0.0,0.0,0.0,0.037037037037037035,0.004694835680751174,0.032386514524797246,500.0,6.0,5.0,,,
all,2,3,7,427,867,217,394,13,3,4,55,1,3,42,rf,class_weight=balanced;max_depth=6;min_samples_leaf=5;n_estimators=500,,balanced,0.9953917050691244,0.0,0.0,0.0,0.4583333333333333,0.00819672131147541,0.08056098759239376,500.0,6.0,5.0,,,
all,2,3,7,427,867,217,394,13,3,4,55,1,3,42,rf,class_weight=None;max_depth=10;min_samples_leaf=1;n_estimators=500,,,0.9953917050691244,0.0,0.0,0.0,0.032407407407407385,0.004672897196261682,0.0524228888372723,500.0,10.0,1.0,,,
all,2,3,7,427,867,217,394,13,3,4,55,1,3,42,rf,class_weight=balanced;max_depth=10;min_samples_leaf=1;n_estimators=500,,balanced,0.9953917050691244,0.0,0.0,0.0,0.6018518518518517,0.01098901098901099,0.03313254894440186,500.0,10.0,1.0,,,
all,2,3,7,427,867,217,394,13,3,4,55,1,3,42,rf,class_weight=None;max_depth=10;min_samples_leaf=5;n_estimators=500,,,0.9953917050691244,0.0,0.0,0.0,0.032407407407407385,0.004672897196261682,0.034489812959088165,500.0,10.0,5.0,,,
